OBJECTID *,GIS_ACRES,REGION,THP_YEAR,THP_NUM,COUNTY,TIMBEROWNR,LANDOWNER,SILVI_1,SILVI_2,SILVI_CAT,YARD,UNIT,PLAN_STAT,APPROVED,COMPLETED,COMMENTS,SPATL_MOD,MODIFIED,HD_NUM,GLOBALID *,Shape__Area *,Shape__Length *,Shape *
64714,15.69157,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{1a151d55-590e-43de-a2c7-d470fcc91ce1},63501.53099,1478.19025,Polygon
64715,18.061461,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{7ddbc7da-d94a-447d-adbf-28df90e0f92e},73092.13805,1353.451715,Polygon
64716,21.791168,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{740d9674-ba68-45aa-9f2c-916a5f2ac11a},88185.72869,1309.085899,Polygon
64717,20.301253,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{4a0b1a72-0f6f-4ee5-ba13-5879ceb1c350},82156.25506,1732.704518,Polygon
64721,13.246052,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{30c9242b-83a2-4af8-9c25-2981863579bf},53604.87234,978.517938,Polygon
64722,22.292098,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{cdc9ef94-8e0f-402e-8276-39adcc0761aa},90212.91803,1841.761186,Polygon
64723,13.906795,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{0115f325-305b-44ab-8487-ba07a8e8d766},56278.80067,1303.613111,Polygon
64724,2.054817,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{365a1726-5b67-46b8-acbd-5c5b792a93e6},8315.548602,729.218963,Polygon
64728,462.821792,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{fc400000-7758-47f7-8b8f-3fe6e4e48c32},1872973.343,6568.121861,Polygon
64744,20.315229,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{1104b2b5-35b4-4b8d-a14b-8c94a68665cd},82212.81588,1732.968275,Polygon
64745,29.567024,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{c092bc4b-62fa-45b0-90b3-0d7e5d6eca0c},119653.4995,2171.897613,Polygon
64746,4.494322,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{bd5fd97d-ce90-47e0-b1bc-e276246c252b},18187.87745,569.925491,Polygon
64756,12.742884,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{47500223-e782-4d33-8b98-24fcac8fada6},51568.6208,1073.950345,Polygon
64757,0.633167,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{53dc2dfc-b70f-4b79-97bf-398f5f2a5705},2562.336951,211.847392,Polygon
64763,19.356224,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{f16e8a74-109c-4d22-878f-6daceb416e28},78331.85858,1535.066791,Polygon
64801,18.300386,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{95f708ca-4cae-45e0-bf51-5cff1d5c7052},74059.03616,3321.050992,Polygon
64808,113.582981,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{537ac2da-b1b6-44ed-ae30-128e5020552e},459654.0149,17321.29032,Polygon
64828,19.390442,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{62d14a84-69cf-4dcd-bf25-f5d2db04c361},78470.33375,1091.879046,Polygon
63223,2.196217,2 - Cascade,2005,187,Shasta,Roseburg Resources Co,Roseburg Resources Co,Selection,<Null>,Unevenaged Management,Tractor with Cable option,<Null>,Completed,4/26/2006 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-05-187-SHA,{124143a2-1daf-4755-8994-7cc1aa0dfa71},8887.775658,840.352467,Polygon
67173,21.709659,2 - Cascade,2005,187,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,4/26/2006 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-05-187-SHA,{1bed381f-f912-446b-a161-f7d3bf112f2c},87855.87334,1481.081819,Polygon
67174,22.709062,2 - Cascade,2005,187,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,4/26/2006 7:00,11/28/2008 8:00,<Null>,NAIP_2012; THP MAP 2-13-082,3/24/2014 7:00,2-05-187-SHA,{6129adfe-c6ab-4d25-9ac9-97a6c89e10ea},91900.3147,1674.10362,Polygon
67175,21.233232,2 - Cascade,2005,187,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,4/26/2006 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-05-187-SHA,{ed262976-4d51-4104-b292-5a0a82242106},85927.84062,1128.244748,Polygon
67176,19.258527,2 - Cascade,2005,187,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,4/26/2006 7:00,11/28/2008 8:00,<Null>,NAIP_2012,3/24/2014 7:00,2-05-187-SHA,{b042e68c-aa57-4cd6-963f-87ff4d7ad8de},77936.49571,1193.743524,Polygon
67177,19.070063,2 - Cascade,2005,187,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,4/26/2006 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-05-187-SHA,{7f9c461e-6cba-4f24-8518-1448a040a4ab},77173.80731,1341.68466,Polygon
67189,27.425687,2 - Cascade,2005,187,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,4/26/2006 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-05-187-SHA,{c2801764-d7b2-4f12-bc50-71209e8f2d47},110987.8184,1494.788442,Polygon
67190,20.902079,2 - Cascade,2005,187,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,4/26/2006 7:00,11/28/2008 8:00,<Null>,NAIP_2012,3/19/2014 7:00,2-05-187-SHA,{03bdb7ae-78df-4ed2-bc4e-fb2a06800694},84587.71095,1234.524777,Polygon
64872,0.833982,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{1267bf66-899e-4cf1-be8f-9e542ef0ab35},3375.006321,451.455652,Polygon
64579,1000.250925,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Commercial Thin,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-03-062-PLU,{f72882b8-6b4a-48d7-9ff8-d1e9bc9ef121},4047871.878,23721.35283,Polygon
64957,7.547916,2 - Cascade,2003,62,Plumas,Sierra Pacific Industries,Sierra Pacific Industries,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,8/11/2003 7:00,11/28/2008 8:00,<Null>,NAIP_2009,10/15/2010 7:00,2-03-062-PLU,{6a9eadde-57f7-4e2a-a00b-0009f64e2211},30545.33252,884.828553,Polygon
73917,30.578724,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-05-111-SHA,{2a5a6306-954c-45e2-b063-efa5ce93bba0},123747.7058,1764.422393,Polygon
73925,24.726458,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-05-111-SHA,{80d20239-8334-4ce7-a17b-fe3c1104507e},100064.4248,1597.348699,Polygon
73934,31.065729,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,NAIP_2009,6/20/2013 7:00,2-05-111-SHA,{c66552a1-59f8-4e3b-9f10-f66d4d3fa6ad},125718.5457,1600.899353,Polygon
74037,29.66285,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,NAIP_2009,3/25/2014 7:00,2-05-111-SHA,{1c03f8c6-821b-48b1-9f13-7928a970e7aa},120041.2932,1683.929047,Polygon
73944,22.474895,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,NAIP_2009,3/25/2014 7:00,2-05-111-SHA,{90c97ac9-1e6f-4b9f-a379-d658a5095fec},90952.67114,1225.776473,Polygon
73952,24.938148,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,NAIP_2009,3/25/2014 7:00,2-05-111-SHA,{46660006-e5b9-4c29-ae88-b287641ec326},100921.1048,2188.265832,Polygon
74008,9.521427,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,NAIP_2009,3/25/2014 7:00,2-05-111-SHA,{531d6a94-a188-42e4-8ed3-3e38a1ecb094},38531.84771,995.106914,Polygon
74009,21.639939,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,NAIP_2009,3/25/2014 7:00,2-05-111-SHA,{2b95eb57-039c-48f9-a5ce-f68adabf28d8},87573.72413,1533.985108,Polygon
74027,30.732612,2 - Cascade,2005,111,Shasta,Roseburg Resources Co,Roseburg Resources Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,1/2/2006 8:00,11/28/2008 8:00,<Null>,<Null>,<Null>,2-05-111-SHA,{0807f6bd-1605-4c29-ad53-0f75845f336f},124370.4688,1837.96095,Polygon
65927,5.644843,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Cable System,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{fc6333e3-08a3-47f0-9a8f-7f6914020a63},22843.86927,704.160151,Polygon
65928,0.189854,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{d2098cca-f319-40ed-8025-b083922562b5},768.309967,112.833752,Polygon
65929,0.265921,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{74ea1a59-20ba-41b6-9044-799456a8fde6},1076.142952,127.943296,Polygon
65921,2.74239,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{2f520790-b9b6-4d32-8b3a-fe3a9be06030},11098.05828,466.847162,Polygon
65922,3.381829,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Balloon or Helicopter,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{ed669b7b-55b7-4a71-bb12-d2561b1e301e},13685.77722,523.525469,Polygon
65923,3.590833,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{c7ee7559-7739-48a6-9426-f4286e2b0475},14531.58675,504.915182,Polygon
65924,2.181369,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{81f92a25-7ea9-4f14-87f7-b223e2f46c6f},8827.685928,419.455005,Polygon
65946,2.32742,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,Cable with Helicopter option,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{163fca3b-321c-47f3-ad57-ba56c2c56894},9418.735046,459.529571,Polygon
65931,6.178666,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Helicopter option,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{67a614a5-f6d7-48e3-896c-579b55759364},25004.17358,1004.377577,Polygon
65937,1.377692,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Road Right-of-Way,<Null>,Road Right-of-Way,Tractor with Helicopter option,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{88863016-cc9a-4e23-b197-7e02ef06d5c4},5575.321259,455.271933,Polygon
65938,0.261679,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{7fb660a2-bca4-47dc-9ce9-fb5d316280a9},1058.976273,167.302924,Polygon
65939,6.597378,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Helicopter option,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{8bbc7bdd-1803-429e-8174-4919de79517c},26698.6402,821.562705,Polygon
65940,17.325275,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{b9e28633-df68-47df-92b1-dd1533652dfa},70112.89903,1555.643728,Polygon
65941,4.521437,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Cable with Helicopter option,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{7615a229-a5ba-4166-93f9-33bdfc12fa1f},18297.60539,651.582151,Polygon
65943,0.953336,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{6001f93c-fe15-427d-b373-09051cf3a8b2},3858.015503,270.357793,Polygon
65996,4.298484,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{6b5d4bb2-fca9-44df-ba4f-7876c169bc75},17395.3468,768.359363,Polygon
65997,0.664591,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Cable with Helicopter option,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{70365fa2-37be-4e0b-8d6c-447dd2e5d4d6},2689.506363,217.736299,Polygon
65999,0.514521,1 - Coast,2004,22,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Road Right-of-Way,<Null>,Road Right-of-Way,Tractor with Helicopter option,<Null>,Completed,5/10/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-022-HUM,{0d3f469e-4fa1-4c24-b6fa-80e74ab762b8},2082.193909,214.704372,Polygon
63149,96.549885,2 - Cascade,2003,102,Nevada,"Hubert Townshend Jr, Bartizon Farms Inc","Hubert Townshend Jr, Bartizon Farms Inc",Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Tractor or Skidder,<Null>,Completed,10/24/2003 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,2-03-102-NEV,{aae9a9bb-b3bd-41a8-bcca-2b13231bc48c},390723.5219,7091.018628,Polygon
62844,0.715707,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Shelterwood Removal Step,<Null>,Evenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{e3fb6361-02bf-4cf1-814e-5d16de2a80ce},2896.364365,263.034702,Polygon
61812,15.206398,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{5e6ee4ca-16f4-4915-bbb3-e087e2281fbb},61538.10988,1077.410082,Polygon
61859,5.841677,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/29/2004 8:00,11/26/2008 8:00,<Null>,NAIP_2009,11/19/2010 8:00,2-04-146-PLU,{8cd70e70-e4ed-41e9-991d-228d00eb8890},23640.42858,1052.499785,Polygon
60113,4.904852,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Cable System,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{65d6d2e2-2585-4ba3-b3bb-b5b37bfb3f33},19849.23091,845.20871,Polygon
59473,15.851553,2 - Cascade,2004,146,Plumas,Sierra Pacific Industries,Sierra Pacific Holding Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Unlogged,11/29/2004 8:00,11/26/2008 8:00,Unlogged per RM-71,<Null>,<Null>,2-04-146-PLU,{6afd98d6-38c5-469d-8a10-f69a592e4ec8},64148.95973,1167.581001,Polygon
59415,3.186224,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{b0ceed75-8724-4555-af43-3faf0bd67230},12894.19183,540.529568,Polygon
59273,1.376955,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{18e0fbe1-4c26-4189-84e3-45df8dd90db4},5572.341133,336.058344,Polygon
58648,0.163819,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,No Harvest Area,<Null>,No Harvest Area,<Null>,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{55b2e7cb-bd16-4f1d-bd51-eeccbd333fc0},662.953415,119.877293,Polygon
58649,0.183064,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Selection,<Null>,Unevenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{7a4883a2-292c-4cb8-af27-e0b6cba49e2b},740.833054,122.407427,Polygon
58650,3.701783,1 - Coast,2004,166,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Balloon or Helicopter,<Null>,Completed,9/22/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-166-HUM,{329e44c3-6919-4c55-983b-f632e4fe70f5},14980.58559,535.222704,Polygon
58867,0.229734,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor with Cable option,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{aaddb817-5ccb-438b-884e-cf017ce6e759},929.702415,121.321186,Polygon
58868,2.573689,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Balloon or Helicopter,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{9cc64fca-29b7-4c8b-b9ea-fc2184f3416c},10415.34956,546.441603,Polygon
58869,0.933118,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{ad4a0a87-ce10-45d0-8a28-6edd1d7ee2da},3776.196564,236.934251,Polygon
58870,0.946945,1 - Coast,2004,54,Humboldt,Humboldt Redwood Co,Humboldt Redwood Co,Clearcut,<Null>,Evenaged Management,Tractor or Skidder,<Null>,Completed,6/30/2004 7:00,11/26/2008 8:00,<Null>,<Null>,<Null>,1-04-054-HUM,{65c5898f-3a77-4d86-bc97-80cdbe7da1bb},3832.148903,259.543578,Polygon
70039,87.609113,4 - Sierra,2002,69,Calaveras,Sierra Pacific Industries,Sierra Pacific Industries,Group Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/19/2002 8:00,11/24/2008 8:00,<Null>,NAIP_2009,3/19/2015 7:00,4-02-069-CAL,{c7956f2b-ae37-44be-a672-974cf2de6ca7},354541.5015,4185.132902,Polygon
68052,503.303894,4 - Sierra,2002,69,Calaveras,Sierra Pacific Industries,Sierra Pacific Industries,Alternative Prescription,Shelterwood Removal Step,Evenaged Management,Tractor or Skidder,<Null>,Completed,11/19/2002 8:00,11/24/2008 8:00,<Null>,NAIP_2009,3/19/2015 7:00,4-02-069-CAL,{663207e5-682a-49ba-8f9e-f429968abe93},2036798.596,17846.27786,Polygon
68111,223.213934,4 - Sierra,2002,69,Calaveras,Sierra Pacific Industries,Sierra Pacific Industries,Group Selection,<Null>,Unevenaged Management,Tractor or Skidder,<Null>,Completed,11/19/2002 8:00,11/24/2008 8:00,<Null>,NAIP_2009,3/19/2015 7:00,4-02-069-CAL,{bf5818c6-2db8-4dad-8444-fd99bafc8501},903314.7434,10049.80426,Polygon
69662,18.003431,4 - Sierra,2002,69,Calaveras,Sierra Pacific Industries,Sierra Pacific Industries,Sanitation Salvage,<Null>,Intermediate Treatments,Tractor or Skidder,<Null>,Completed,11/19/2002 8:00,11/24/2008 8:00,<Null>,NAIP_2009,3/19/2015 7:00,4-02-069-CAL,{21e28e41-9a05-4f92-b787-113a2af89c28},72857.29967,1285.443574,Polygon
